0.01	0.0038076152304609224
0.05	0.018036072144288578
0.1	0.03406813627254509
0.15	0.04829659318637275
0.2	0.060721442885771554
0.25	0.07114228456913828
0.3	0.07995991983967937
0.35	0.08697394789579159
0.4	0.09238476953907816
0.45	0.09599198396793587
0.5	0.09819639278557114
0.55	0.09899799599198397
0.6	0.09799599198396794
0.65	0.09579158316633267
0.7	0.09178356713426855
0.75	0.08677354709418839
0.8	0.08036072144288578
0.85	0.07254509018036072
0.9	0.06372745490981964
0.95	0.05330661322645291
1.0	0.04188376753507014
1.05	0.02925851703406814
1.1	0.0156312625250501
1.15	0.0006012024048096193
