0.01	0.0
0.05	0.019238476953907818
0.1	0.03627254509018036
0.15	0.05090180360721443
0.2	0.06332665330661323
0.25	0.07354709418837675
0.3	0.08176352705410822
0.35	0.08777555110220442
0.4	0.09198396793587175
0.45	0.09418837675350702
0.5	0.09458917835671343
0.55	0.0933867735470942
0.6	0.0903807615230461
0.65	0.08597194388777556
0.7	0.07975951903807615
0.75	0.07214428857715431
0.8	0.06312625250501001
0.85	0.05270541082164329
0.9	0.04108216432865732
0.95	0.027855711422845694
1.0	0.013627254509018036
